"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted"
"142584","IL","MACON","Profit","Yes","DAVITA",84,78,78,81,80,83,"Profit","Yes","DAVITA",0,23,1,0,0,"01/01/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",18,1,0,1,51,1,"As Expected",50,100,1,NA,257,NA,259,72,643,0,NA,0,NA,1,72,645,0,76,676,1,5,19,37,21,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,64,59,297,23.3,29.8,17.9,17.4,31.8,7.5,170.1,283.2,103.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.69,1.67,0.22,19.1,75.8,6,1,"As Expected",74,68.8,89.1,47.2,74,660,1,7,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,28,NA,"As Expected",1,40.8,3.2,50,13.1
"222574","MA","PLYMOUTH","Profit","Yes","AMERICAN RENAL ASSOCIATES",79,78,79,83,82,87,"Profit","Yes","AMERICAN RENAL ASSOCIATES",0,25,1,1,1,"08/11/2010","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",33,1,0,1,46,1,"As Expected",76,97,1,NA,199,NA,259,120,1043,7,75,0,NA,1,128,1177,0,138,1257,1,7,31,32,19,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,93,137,359,16.8,22.2,12.4,33.8,45,23.7,174.7,275,118.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.3,NA,23.4,67,9.7,1,"As Expected",130,64.1,78.7,48.6,130,1156,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,5.5,1.33,40,2.9,"Better than Expected",1,55.4,21.3,94,36.7
"222576","MA","NORFOLK","Profit","No","INDEPENDENT",87,83,83,85,90,91,"Profit","No","INDEPENDENT",1,10,1,0,0,"02/02/2012","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,36,1,"As Expected",55,93,1,NA,199,NA,259,78,690,7,72,0,NA,1,89,822,3,92,863,1,9,26,31,25,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,65,61,226,18.5,26.5,12.5,31.4,49.4,17.3,139.6,243.4,81.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.2,0.96,0.01,11.5,71.5,2.5,1,"As Expected",86,70.7,88.7,51.4,86,793,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.3,0.23,23,1.13,"Better than Expected",1,63.2,22,74,41
"122507","HI","HAWAII","Profit","Yes","LIBERTY DIALYSIS HAWAII",83,80,85,84,85,85,"Profit","Yes","LIBERTY DIALYSIS HAWAII",1,48,1,1,1,"01/15/2006","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",12,1,0,1,144,1,"As Expected",197,98,1,99,1,NA,259,282,2586,36,324,0,NA,1,322,3193,1,340,3275,1,7,30,29,22,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,222,209,899,20.8,25,17.2,20.1,28.6,13.3,152.9,215.1,114.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.41,0.85,0.17,7,22.1,2.7,1,"As Expected",306,67.3,76.6,57.3,306,2944,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.82,0.06,126,0.28,"As Expected",1,20,5.7,288,10.9
"142537","IL","MADISON","Profit","Yes","DAVITA",84,82,85,90,88,92,"Profit","Yes","DAVITA",0,20,1,1,1,"04/01/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,52,1,"As Expected",78,99,1,99,1,NA,259,103,954,11,68,0,NA,1,112,1051,0,115,1100,1,7,22,33,22,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,87,101,349,18,23.8,13.3,33,46.5,21.5,184.3,296.9,123,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.5,1.35,0.13,4.2,54.8,0.5,1,"As Expected",106,61.6,79,43,106,1017,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.22,0.31,62,0.95,"As Expected",1,34.2,4.5,89,13.5
"142539","IL","COOK","Profit","Yes","FRESENIUS MEDICAL CARE",87,79,79,87,86,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,28,1,1,0,"06/24/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,2,1,61,1,"As Expected",81,96,1,91,1,NA,259,132,1190,11,90,0,NA,1,142,1317,2,147,1355,1,11,31,28,22,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,98,81,427,11.9,16.6,8.2,24.2,38.4,13.3,154.7,261.4,99.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.29,0.79,0.07,23.7,75,9,1,"As Expected",138,58.5,73.5,42.4,138,1275,1,18,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.34,0.09,53,0.46,"As Expected",1,26.1,3.8,107,10.5
"112826","GA",NA,"Non-Profit","Yes","EMORY DIALYSIS LLC",81,76,77,83,83,83,"Non-Profit","Yes","EMORY DIALYSIS LLC",1,38,1,0,0,"02/02/2010","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,104,1,"As Expected",156,97,1,NA,257,NA,259,215,1789,0,NA,0,NA,1,223,1909,1,235,1969,1,9,21,29,31,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,178,195,792,22.8,28.1,18.2,31,42.1,21.8,212.8,301.1,158.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.42,0.88,0.17,24.8,56,12.5,1,"As Expected",234,50.2,62.9,36.8,234,1966,1,11,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.8,0.99,78,1.72,"As Expected",1,36.2,13,206,22.6
"142585","IL","COLES","Profit","Yes","DAVITA",84,81,88,89,88,90,"Profit","Yes","DAVITA",0,18,1,1,1,"01/01/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",35,1,0,1,55,1,"As Expected",79,100,1,99,1,NA,259,75,655,29,230,0,NA,1,105,972,4,108,967,1,7,20,31,22,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,85,119,335,19.2,24.9,14.5,34.5,47.8,22.5,206,307.8,146.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.52,1.71,0.09,16.9,53.6,6.4,1,"As Expected",84,54.5,75.6,31.9,84,758,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.3,0.16,44,0.79,"As Expected",1,35.1,6.5,81,16.2
"142588","IL","CHAMPAIGN","Profit","Yes","FRESENIUS MEDICAL CARE",81,82,77,84,84,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,25,1,1,0,"12/31/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",19,1,0,1,59,1,"As Expected",81,96,1,NA,201,NA,259,122,1149,0,NA,0,NA,1,125,1204,1,125,1231,1,3,22,29,28,17,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"As Expected",1,96,153,406,21.7,27.8,16.6,35.7,45.5,26.4,269.6,400,192.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.3,0.81,0.08,23.4,70.4,9.3,1,"As Expected",123,56.2,72.7,38.6,123,1210,1,20,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.29,0.16,39,0.78,"As Expected",1,32.6,5.3,99,14.2
"142540","IL","COOK","Profit","No","INDEPENDENT",85,76,71,83,80,83,"Profit","No","INDEPENDENT",0,28,1,1,1,"01/12/1988","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",46,1,0,1,81,1,"As Expected",100,94,1,55,1,NA,199,139,1236,20,151,2,6,1,162,1404,3,177,1475,1,10,23,26,28,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,134,167,754,22.1,26.6,18.3,24.2,33.4,16.9,184.2,272,132.3,2,199,10,NA,"01/01/2019-12/31/2019",1,"As Expected",0.64,1.34,0.26,23.7,62.8,10.5,1,"As Expected",154,49.5,64.9,33.1,154,1279,1,21,2,6,199,NA,"01/01/2016-12/31/2018","As Expected",1,2.7,0.59,50,1.37,"As Expected",1,39.7,11.8,124,22.9
"142647","IL","WINNEBAGO","Profit","Yes","DAVITA",78,77,81,80,81,84,"Profit","Yes","DAVITA",0,22,1,1,0,"01/01/1976","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",26,1,0,1,54,1,"As Expected",78,99,1,NA,201,NA,259,101,794,0,NA,0,NA,1,103,844,0,110,879,1,6,20,33,23,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,86,89,398,22.6,29.9,16.6,22.9,35.8,12.5,210,320.9,138.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.46,1.53,0.08,8.8,54.4,1.9,1,"As Expected",109,68,85.8,49,109,882,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","Worse than Expected",1,0.89,0,49,0,"As Expected",1,31.9,3.6,94,11.6
"142648","IL","WHITESIDE","Profit","Yes","DAVITA",74,81,81,81,87,89,"Profit","Yes","DAVITA",1,16,1,0,0,"03/31/2000","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,44,1,"As Expected",55,99,1,NA,257,NA,259,67,590,0,NA,0,NA,1,70,615,1,72,650,1,3,20,40,23,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,62,60,242,21.5,28.6,15.8,19.9,34.9,9.4,165.3,281.3,98.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.11,2.68,0.35,41.7,103.9,19.5,1,"As Expected",72,72,89.9,52.8,72,651,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,28,NA,"As Expected",1,49.3,3.3,48,15.4
"142649","IL","COOK","Profit","Yes","DAVITA",78,79,71,82,81,83,"Profit","Yes","DAVITA",0,16,1,0,0,"06/07/2004","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,0,1,38,1,"As Expected",62,99,1,NA,257,NA,259,104,828,0,NA,0,NA,1,106,883,1,111,945,1,6,19,34,21,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Worse than Expected",1,"As Expected",1,71,73,300,21,28.3,15.1,43.2,61.4,28.1,230.9,362.7,153.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.66,1.47,0.24,16.2,83,4.1,1,"As Expected",110,68.9,84.2,52.7,110,937,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.36,0.36,38,1.31,"As Expected",1,38.5,7.6,84,18.6
"112829","GA","COBB","Profit","Yes","DAVITA",76,71,66,82,78,79,"Profit","Yes","DAVITA",0,15,1,1,1,"03/02/2010","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",14,1,0,1,51,1,"As Expected",57,99,1,86,1,NA,259,64,594,12,88,0,NA,1,82,798,3,85,776,1,11,29,35,16,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,63,71,291,22.1,30.8,15.4,30.9,45.3,17.5,163.4,277,97.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.49,1.63,0.08,15.6,69,4.5,1,"As Expected",75,66.2,86.3,44.7,75,720,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.23,0.16,31,0.76,"Better than Expected",1,58.7,19.5,71,37
"112830","GA","PAULDING","Profit","Yes","FRESENIUS MEDICAL CARE",86,85,79,90,93,96,"Profit","Yes","FRESENIUS MEDICAL CARE",0,16,1,0,0,"04/28/2010","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,0,1,37,1,"As Expected",77,100,1,NA,199,NA,259,93,689,9,63,0,NA,1,106,803,1,105,826,1,6,30,37,18,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,87,94,359,22.7,29.5,17.2,24.4,36.5,14.6,223.7,336.3,150.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.22,1.1,0.01,16.5,73.4,4.8,1,"As Expected",98,69.2,87.1,50,98,764,1,9,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,4.38,0.96,38,2.22,"As Expected",1,46.6,13.3,91,26.8
"122526","HI","MAUI","Profit","Yes","DAVITA",80,77,78,83,85,85,"Profit","Yes","DAVITA",1,11,1,1,1,"12/26/2013","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",5,1,0,1,21,1,"As Expected",47,99,1,81,1,NA,259,86,730,19,149,0,NA,1,105,1035,0,107,1063,1,6,25,29,31,10,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,50,41,144,27.4,43.3,16.3,29.1,57.4,10.9,160,300.7,90.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.72,1.73,0.23,39.9,158.5,12.6,1,"As Expected",93,61.7,80.3,41.9,93,899,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.67,0.7,59,1.45,"As Expected",1,46.2,15,91,28
"122527","HI","HONOLULU","Profit","Yes","FRESENIUS MEDICAL CARE",95,88,85,94,92,95,"Profit","Yes","FRESENIUS MEDICAL CARE",0,24,1,0,0,"05/12/2016","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,19,1,"As Expected",36,99,1,NA,257,NA,259,56,410,0,NA,0,NA,1,60,487,2,66,528,1,10,35,32,17,6,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,49,39,131,25.2,38.5,15.6,15.9,37,4.5,233.3,390.2,144.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.25,1.23,0.01,20.8,171,3.6,1,"As Expected",64,64.5,87.1,40.3,64,528,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,12,NA,"As Expected",1,52.5,4,47,17.8
"232575","MI","OAKLAND","Profit","Yes","DAVITA",82,87,87,84,94,93,"Profit","Yes","DAVITA",0,22,1,1,0,"05/17/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",26,1,0,1,39,1,"As Expected",54,100,1,NA,201,NA,259,81,665,0,NA,0,NA,1,82,688,0,88,736,1,3,21,39,21,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,68,98,258,28.1,36.7,21.1,26.6,37.5,17,257.1,396,168.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.86,2.09,0.28,43.2,123.8,17.9,1,"As Expected",88,62.6,82,41.8,88,728,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.41,0.24,38,1.17,"As Expected",1,35.5,3.6,63,12.6
"232576","MI","WASHTENAW","Non-Profit","Yes","UNIVERSITY OF MICHIGAN",88,85,90,85,90,92,"Non-Profit","Yes","UNIVERSITY OF MICHIGAN",0,17,1,1,1,"07/01/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",12,1,0,1,85,1,"As Expected",133,97,1,89,1,NA,259,105,861,85,659,0,NA,1,199,1689,3,204,1729,1,9,25,29,25,12,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,166,192,627,16.1,20.6,12.4,31.1,41.2,22.3,188.1,270.2,138.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.87,1.93,0.32,12.1,40.9,4.4,1,"As Expected",128,53.9,70.8,35.8,128,1063,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,7.88,2.05,33,4.29,"Better than Expected",1,45.8,20,174,31.4
"232577","MI","WAYNE","Non-Profit","Yes","UNIVERSITY OF MICHIGAN",89,86,90,88,91,93,"Non-Profit","Yes","UNIVERSITY OF MICHIGAN",1,16,1,1,0,"07/01/1999","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,54,1,"As Expected",73,98,1,NA,201,NA,259,99,855,0,NA,0,NA,1,106,979,2,107,989,1,7,27,37,22,6,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,89,89,361,12.1,17,8.3,23.3,35.7,13.4,152.2,256.5,97.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.5,NA,4.9,64.7,0.6,1,"As Expected",108,61.8,79,43.4,108,991,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,16,NA,"As Expected",1,51,13.5,74,28.7
"212590","MD","PRINCE GEORGES","Profit","Yes","DAVITA",85,71,71,91,80,82,"Profit","Yes","DAVITA",0,21,1,0,0,"10/09/1998","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,48,1,"As Expected",68,99,1,NA,257,NA,259,92,853,0,NA,0,NA,1,95,934,2,96,941,1,13,23,31,16,16,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,73,38,290,14.9,22.6,9.4,21.3,42.7,7.6,117.2,218.4,63.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.72,1.74,0.23,6.7,55,1.1,1,"As Expected",98,62.3,79.4,43.9,98,967,1,5,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.94,0.42,20,1.54,"As Expected",1,36.5,6.5,87,16.6
"142650","IL","LAKE","Profit","Yes","DAVITA",77,83,84,83,93,95,"Profit","Yes","DAVITA",0,16,1,0,0,"07/20/2004","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,35,1,"As Expected",43,100,1,NA,257,NA,259,64,565,0,NA,0,NA,1,67,595,2,65,587,1,10,28,37,17,8,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,52,48,226,12,17.5,7.9,25.1,44.5,12.1,144.6,244,89.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.88,NA,6.9,91.4,0.8,1,"As Expected",67,70.9,89.9,50.6,67,604,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,10,NA,"As Expected",1,60.5,7.6,39,26.1
"112806","GA","GWINNETT","Profit","Yes","DAVITA",91,85,74,90,88,84,"Profit","Yes","DAVITA",0,16,1,1,0,"11/14/2008","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",12,1,0,1,51,1,"As Expected",79,99,1,88,1,NA,259,92,771,13,85,0,NA,1,102,915,1,102,918,1,9,21,30,18,22,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,91,100,387,25.6,33.5,19.1,25,37.8,15.1,208.3,316,138.8,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.41,2.79,0.62,13.1,58.2,3.8,1,"As Expected",96,54.6,73.7,34.2,96,835,1,13,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.25,0.55,39,1.49,"As Expected",1,54.1,15.3,84,31.6
"122529","HI","HONOLULU","Profit","Yes","US RENAL CARE, INC.",89,83,87,91,90,92,"Profit","Yes","US RENAL CARE, INC.",0,28,1,1,1,"12/23/2016","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",10,1,0,1,29,1,"As Expected",66,96,1,96,1,NA,259,90,662,25,190,0,NA,1,125,1041,2,133,1103,1,6,23,31,26,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,75,73,174,12,22.8,5.5,14.6,28.4,5.3,205.5,344.7,124.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.53,1.43,0.13,19.1,84.8,5.5,1,"As Expected",109,62.1,79.8,43.2,109,920,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.15,0.62,41,1.53,"As Expected",1,35.3,8.4,130,18.3
"122531","HI",NA,"Profit","Yes","US RENAL CARE, INC.",84,82,80,91,91,94,"Profit","Yes","US RENAL CARE, INC.",0,17,1,0,0,"02/23/2018","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",11,1,0,1,19,1,"As Expected",38,100,1,NA,257,NA,259,64,570,0,NA,0,NA,1,67,618,0,73,678,1,8,22,32,19,19,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,42,47,64,18.3,42.7,5.9,26.8,43.7,14.1,145.1,281.6,79.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.53,1.45,0.14,0,35.8,0,1,"As Expected",75,60,80.2,38.4,75,682,1,20,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,9,NA,"As Expected",1,40.7,4,57,14.5
"142564","IL","BUREAU","Profit","Yes","FRESENIUS MEDICAL CARE",88,86,84,87,90,90,"Profit","Yes","FRESENIUS MEDICAL CARE",0,17,1,0,0,"10/01/1993","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,49,1,"As Expected",65,98,1,NA,257,NA,259,83,692,0,NA,0,NA,1,87,742,1,91,773,1,7,29,30,23,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,74,57,296,19.9,26.4,14.6,16,29.9,6.5,129.6,224,76,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.62,1.69,0.16,7.4,61.2,1.3,1,"As Expected",90,58.8,78.5,37.7,90,774,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,16,NA,"As Expected",1,53.7,10.6,63,27
