"Provider Number","State","County","PoNP","Chain","Org","CnC","Operations","info","Neph","Staff","Facility","Profit or Non-Profit","Chain Owned","Chain Organization","Late Shift","# of Dialysis Stations","Offers in-center hemodialysis","Offers peritoneal dialysis","Offers home hemodialysis training","Certification or Recertification Date","Claims Date","CROWNWeb Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","HGB<10 data availability code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb > 12 data availability code","Number of Dialysis Patients with Hgb data","Patient Transfusion data availability Code","Patient Transfusion category text","Number of patients included in the transfusion summary","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V data availability code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V data availability code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Number of adult HD patients with KT/V data","Number of adult HD patient-months with Kt/V data","Number of adult PD patients with KT/V data","Number of adult PD patient-months with Kt/V data","Number of pediatric HD patients with Kt/V data","Number of pediatric HD patient-months with KT/V data","Hypercalcemia Data Availability Code","Number of patients in hypercalcemia summary","Number of patient-months in hypercalcemia summary","Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL)","Number of patients in Serum phosphorus summary","Number of patient-months in Serum phosphorus summary","Serum phosphorus Data Availability Code","Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL","Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL","Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL","Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL","Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL","SHR Date","SRR Date","SMR Date","Patient hospitalization category text","Patient Hospitalization data availability Code","Patient Hospital Readmission Category","Patient Hospital Readmission data availability Code","Patient Survival Category Text","Patient Survival data availability code","Number of patients included in hospitalization summary","Number of hospitalizations included in hospital readmission summary","Number of Patients included in survival summary","Mortality Rate (Facility)","Mortality Rate: Upper Confidence Limit (97.5%)","Mortality Rate: Lower Confidence Limit (2.5%)","Readmission Rate (Facility)","Readmission Rate: Upper Confidence Limit (97.5%)","Readmission Rate: Lower Confidence Limit (2.5%)","Hospitalization Rate (Facility)","Hospitalization Rate: Upper Confidence Limit (97.5%)","Hospitalization Rate: Lower Confidence Limit (2.5%)","Number of pediatric PD patients with Kt/V data","Pediatric PD Kt/V Data Availability Code","Number of pediatric PD patient-months with KT/V data","Percentage of pediatric PD patients with Kt/V>=1.8","SIR Date","Patient Infection Data Availability Code","Patient Infection category text","Standard Infection Ratio","SIR: Upper Confidence Limit (97.5%)","SIR: Lower Confidence Limit (2.5%)","Transfusion Rate (Facility)","Transfusion Rate: Upper Confidence Limit (97.5%)","Transfusion Rate: Lower Confidence Limit (2.5%)","Fistula data availability code","Fistula Category Text","Number of Patients included in fistula summary","Fistula Rate (Facility)","Fistula Rate: Upper Confidence Limit (97.5%)","Fistula Rate: Lower Confidence Limit (2.5%)","Number of patients in long term catheter summary","Number of patient months in long term catheter summary","Long term catheter Data Availability Code","Percentage of Adult patients with long term catheter in use","Number of patients in nPCR summary","Number of patient-months in nPCR summary","nPCR Data Availability Code","Percentage of pediatric HD patients with nPCR","SWR Date","SWR category text","Patient transplant waitlist data availability code","95% C.I. (upper limit) for SWR","95% C.I. (lower limit) for SWR","Number of patients in this facility for SWR","Standardized First Kidney Transplant Waitlist Ratio","PPPW category text","Patient prevalent transplant waitlist data availability code","95% C.I. (upper limit) for PPPW","95% C.I. (lower limit) for PPPW","Number of patients for PPPW","Percentage of Prevalent Patients Waitlisted","FIPStxt","Stabr","Area_name","Rural-urban_Continuum_Code_2003","Urban_Influence_Code_2003","Rural-urban_Continuum_Code_2013","Urban_Influence_Code_2013","POVALL_2018","CI90LBAll_2018","CI90UBALL_2018","PCTPOVALL_2018","CI90LBALLP_2018","CI90UBALLP_2018","POV017_2018","CI90LB017_2018","CI90UB017_2018","PCTPOV017_2018","CI90LB017P_2018","CI90UB017P_2018","POV517_2018","CI90LB517_2018","CI90UB517_2018","PCTPOV517_2018","CI90LB517P_2018","CI90UB517P_2018","MEDHHINC_2018","CI90LBINC_2018","CI90UBINC_2018","POV04_2018","CI90LB04_2018","CI90UB04_2018","PCTPOV04_2018","CI90LB04P_2018","CI90UB04P_2018","FIPS"
"372582","OK","CARTER","Profit","Yes","DAVITA",73,80,80,84,88,84,"Profit","Yes","DAVITA",0,28,1,1,1,"03/14/2011","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",50,1,0,1,74,1,"As Expected",126,98,1,99,1,NA,259,116,970,39,293,0,NA,1,162,1430,0,176,1514,1,6,22,33,20,18,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,141,161,530,17.6,21.9,14,24.7,33.8,17.2,151.3,225.9,107.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.37,2.71,0.6,14.7,40.4,6.3,1,"As Expected",137,63.7,80.6,45.7,137,1169,1,4,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.37,0.33,61,1.01,"As Expected",1,20.4,1.9,129,6.6,40019,"OK","Carter County",5,8,5,8,8335,7131,9539,17.7,15.1,20.3,2837,2286,3388,24,19.3,28.7,1857,1449,2265,21.6,16.9,26.3,48660,45960,51360,NA,NA,NA,NA,NA,NA,"40019"
"362641","OH","LUCAS","Profit","Yes","US RENAL CARE, INC.",82,82,80,79,85,88,"Profit","Yes","US RENAL CARE, INC.",0,15,1,0,0,"02/27/2002","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",3,1,0,1,29,1,"As Expected",53,94,1,NA,257,NA,259,73,588,0,NA,0,NA,1,78,709,0,82,751,1,9,29,36,19,7,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"Better than Expected",1,64,74,271,14.1,19.1,10.1,23.9,37,13.2,176,275,117.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.29,0.95,0.05,0,26.9,0,1,"As Expected",82,51,70.9,29.7,82,752,1,18,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,26,NA,"As Expected",1,38.2,2.4,57,11,39095,"OH","Lucas County",2,2,2,2,78398,72899,83897,18.7,17.4,20,24153,20819,27487,25,21.6,28.4,16302,13694,18910,23.4,19.7,27.1,47865,45854,49876,NA,NA,NA,NA,NA,NA,"39095"
"362643","OH","SCIOTO","Non-Profit","Yes","DIALYSIS CLINIC, INC.",68,77,84,79,83,85,"Non-Profit","Yes","DIALYSIS CLINIC, INC.",0,24,1,1,1,"03/08/2002","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,46,1,"As Expected",57,94,1,95,1,NA,259,69,635,11,121,0,NA,1,83,788,0,89,827,1,8,22,30,26,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,66,90,317,25.6,32.1,20.1,28.1,38.7,18.9,158.4,246.6,102.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.78,NA,26.1,78.5,10.4,1,"As Expected",78,77.4,93.3,60.4,78,697,1,6,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.68,0.01,50,0.3,"As Expected",1,47.4,0.1,59,2.6,39145,"OH","Scioto County",4,5,4,5,16288,13978,18598,22.6,19.4,25.8,4604,3649,5559,28.8,22.8,34.8,3243,2515,3971,27.8,21.6,34,41267,37128,45406,NA,NA,NA,NA,NA,NA,"39145"
"362552","OH","FRANKLIN","Profit","Yes","FRESENIUS MEDICAL CARE",68,76,63,73,83,83,"Profit","Yes","FRESENIUS MEDICAL CARE",0,18,1,1,0,"11/29/1995","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",33,1,0,1,33,1,"As Expected",70,96,1,NA,201,NA,259,97,944,0,NA,0,NA,1,114,1173,2,115,1156,1,7,24,31,24,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"Worse than Expected",1,"As Expected",1,89,119,346,22.3,30.5,15.9,38.8,50.8,27,221.7,325.1,152.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0.28,0.91,0.05,8.3,68.6,1.4,1,"As Expected",114,58,73.8,41.2,114,1185,1,19,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.7,0.06,51,0.47,"As Expected",1,20.1,1.5,90,5.9,39049,"OH","Franklin County",1,1,1,1,198207,186157,210257,15.5,14.6,16.4,66321,60534,72108,22.2,20.3,24.1,46012,41477,50547,22.2,20,24.4,60383,59325,61441,NA,NA,NA,NA,NA,NA,"39049"
"382514","OR","DOUGLAS","Profit","Yes","DAVITA",90,83,87,95,91,90,"Profit","Yes","DAVITA",0,24,1,1,0,"09/22/1994","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,2,1,58,1,"Worse than Expected",104,96,1,89,1,NA,259,142,1079,23,135,0,NA,1,160,1320,1,171,1409,1,6,22,37,22,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,119,105,463,27.1,33,21.9,25.8,35.4,17.1,168,262.6,115,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.79,1.45,0.38,76.7,131.4,48.9,1,"As Expected",165,60.4,74.4,45.5,165,1275,1,24,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.48,0.16,83,0.58,"Worse than Expected",1,16.6,0.7,117,3.6,41019,"OR","Douglas County",4,5,4,5,16387,13565,19209,15,12.4,17.6,4415,3258,5572,21.3,15.7,26.9,2855,1985,3725,19.1,13.3,24.9,47020,44243,49797,NA,NA,NA,NA,NA,NA,"41019"
"382515","OR","MARION","Profit","Yes","FRESENIUS MEDICAL CARE",83,81,82,86,88,90,"Profit","Yes","FRESENIUS MEDICAL CARE",0,35,1,1,0,"11/08/1994","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",16,1,0,1,75,1,"As Expected",118,99,1,98,1,NA,259,155,1421,36,325,0,NA,1,191,1829,1,193,1853,1,8,26,31,24,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,135,140,574,19.5,24.6,15.2,24.2,34.3,16,170.5,257.8,120.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.28,NA,13.7,41.1,5.5,1,"As Expected",163,59.4,72.9,45,163,1518,1,15,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,1.55,0.11,58,0.53,"As Expected",1,21.8,3.8,149,9.5,41047,"OR","Marion County",2,2,2,2,48997,43222,54772,14.5,12.8,16.2,16073,13461,18685,19.2,16.1,22.3,10357,8390,12324,17.1,13.8,20.4,56408,53975,58841,NA,NA,NA,NA,NA,NA,"41047"
"392684","PA","LYCOMING","Profit","Yes","NORTH CENTRAL PENNSYLVANIA DIALYSIS CLI",87,83,89,91,89,92,"Profit","Yes","NORTH CENTRAL PENNSYLVANIA DIALYSIS CLI",0,25,1,0,0,"04/19/2001","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",24,1,0,1,49,1,"Worse than Expected",82,96,1,NA,257,NA,259,112,915,0,NA,0,NA,1,119,989,1,121,1010,1,2,24,35,17,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,92,115,407,24,30.2,18.9,28.5,40.8,18.6,196.6,307.7,134.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.93,2.25,0.3,55,115.8,29.5,1,"As Expected",121,67.5,84.3,49.6,121,1018,1,1,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,5.34,0.74,25,2.29,"As Expected",1,42,8.9,95,21,42081,"PA","Lycoming County",3,2,3,2,14054,11972,16136,13,11.1,14.9,3982,3154,4810,17.5,13.9,21.1,2812,2153,3471,16.8,12.9,20.7,53820,50912,56728,NA,NA,NA,NA,NA,NA,"42081"
"392687","PA","CAMBRIA","Profit","Yes","DAVITA",81,92,87,88,94,96,"Profit","Yes","DAVITA",1,21,1,1,1,"05/01/2001","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",38,1,0,1,32,1,"Worse than Expected",73,98,1,NA,199,NA,259,105,823,9,62,0,NA,1,116,945,2,128,1002,1,7,25,40,16,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,88,129,392,22.1,28.3,17,29.3,40,19.5,249.5,360.5,174.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",1.72,2.92,0.93,46.6,110.2,22.7,1,"As Expected",123,67.7,83.4,51,123,935,1,17,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3,0.21,48,1.03,"As Expected",1,31.3,3.7,82,11.7,42021,"PA","Cambria County",3,2,3,2,18520,16307,20733,14.7,12.9,16.5,5604,4731,6477,22.6,19.1,26.1,3961,3294,4628,21.7,18,25.4,45163,42204,48122,NA,NA,NA,NA,NA,NA,"42021"
"362752","OH","TRUMBULL","Profit","Yes","AMERICAN RENAL ASSOCIATES",85,85,84,89,91,91,"Profit","Yes","AMERICAN RENAL ASSOCIATES",0,25,1,1,1,"02/24/2010","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",44,1,0,1,18,1,"As Expected",74,96,1,NA,199,NA,259,104,849,1,1,0,NA,1,107,899,1,110,950,1,5,26,37,19,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,86,149,367,22.4,28.1,17.6,31.7,41.3,23.2,258.2,369.9,181.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.93,1.85,0.41,25.3,85.4,9.1,1,"As Expected",108,60,75.8,43.2,108,945,1,22,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,30,NA,"As Expected",1,38.5,0.4,66,4.7,39155,"OH","Trumbull County",2,2,2,2,34413,31264,37562,17.6,16,19.2,10261,8790,11732,25.7,22,29.4,6586,5384,7788,22.2,18.1,26.3,47424,44133,50715,NA,NA,NA,NA,NA,NA,"39155"
"362553","OH","CUYAHOGA","Profit","Yes","CENTERS FOR DIALYSIS CARE",83,80,75,83,85,86,"Profit","Yes","CENTERS FOR DIALYSIS CARE",1,46,1,0,0,"01/05/1996","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",7,1,1,1,81,1,"As Expected",180,93,1,NA,257,NA,259,258,2261,0,NA,0,NA,1,261,2358,1,272,2440,1,8,21,28,30,15,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"Better than Expected",1,209,299,841,15.8,19.6,12.6,29.5,37.4,22.6,271.4,359.3,213.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.63,1.13,0.32,2,26.4,0.2,1,"Worse than Expected",271,50.4,61.6,38.4,271,2429,1,12,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.14,0.61,58,1.52,"As Expected",1,33.9,12,193,20.9,39035,"OH","Cuyahoga County",1,1,1,1,217166,206946,227386,17.9,17.1,18.7,67452,62397,72507,26.6,24.6,28.6,47119,43313,50925,25.7,23.6,27.8,50006,49057,50955,NA,NA,NA,NA,NA,NA,"39035"
"362558","OH","TRUMBULL","Profit","Yes","FRESENIUS MEDICAL CARE",84,85,86,88,92,95,"Profit","Yes","FRESENIUS MEDICAL CARE",1,25,1,0,0,"12/05/1989","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,31,1,"As Expected",71,98,1,NA,257,NA,259,113,1090,0,NA,0,NA,1,115,1158,0,125,1200,1,6,24,30,29,11,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,81,102,362,21,27,16,23,34,14,213,322.5,142.2,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.99,1.96,0.43,10.1,62.4,2.2,1,"As Expected",125,64,79,47.9,125,1208,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3,0.32,43,1.17,"As Expected",1,30.2,3.1,87,10.6,39155,"OH","Trumbull County",2,2,2,2,34413,31264,37562,17.6,16,19.2,10261,8790,11732,25.7,22,29.4,6586,5384,7788,22.2,18.1,26.3,47424,44133,50715,NA,NA,NA,NA,NA,NA,"39155"
"392537","PA","CRAWFORD","Profit","Yes","DAVITA",89,90,85,89,91,94,"Profit","Yes","DAVITA",0,17,1,1,1,"05/12/1983","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",6,1,0,1,51,1,"As Expected",65,99,1,99,1,NA,199,89,753,11,69,1,5,1,103,913,1,114,961,1,12,40,32,10,7,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,80,99,356,21.1,27,16.2,20.2,31.6,11,164.5,259,105.7,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.94,1.95,0.38,11.3,58,2.9,1,"As Expected",107,68.5,85.7,50.2,107,873,1,19,1,5,199,NA,"01/01/2016-12/31/2018","As Expected",1,4.29,0.46,42,1.68,"As Expected",1,45,5.5,71,17.9,42039,"PA","Crawford County",4,5,4,5,10880,9075,12685,13.4,11.2,15.6,3256,2468,4044,19.1,14.5,23.7,2255,1628,2882,18,13,23,50805,48486,53124,NA,NA,NA,NA,NA,NA,"42039"
"392538","PA","PHILADELPHIA","Profit","Yes","DAVITA",82,84,85,85,88,85,"Profit","Yes","DAVITA",0,30,1,1,0,"07/01/1983","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",21,1,0,1,56,1,"As Expected",83,98,1,NA,201,NA,259,134,1260,0,NA,0,NA,1,144,1435,0,149,1479,1,5,24,38,21,13,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,93,118,383,22.5,28.9,17.2,27.6,39.6,17.2,200.3,313,137.1,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.32,1.07,0.05,7.9,49,1.7,1,"As Expected",150,65.1,79.8,49.4,150,1483,1,3,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,4.12,1.07,55,2.24,"As Expected",1,38.1,10.3,110,21,42101,"PA","Philadelphia County",1,1,1,1,372322,355281,389363,24.3,23.2,25.4,114374,106638,122110,34,31.7,36.3,82258,76507,88009,35,32.6,37.4,46149,44939,47359,NA,NA,NA,NA,NA,NA,"42101"
"362669","OH","STARK","Profit","Yes","DAVITA",90,85,89,93,92,93,"Profit","Yes","DAVITA",0,20,1,1,0,"06/02/2004","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",26,1,0,1,31,1,"As Expected",65,98,1,78,1,NA,259,85,660,20,147,0,NA,1,108,863,2,116,928,1,7,24,38,18,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,80,82,336,27,33.9,21.2,20.6,33.5,11.2,178.3,288.8,111.4,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.77,1.87,0.25,19.9,72.3,6.8,1,"As Expected",95,58.1,77.3,37.6,95,772,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.15,0.22,41,1.08,"As Expected",1,31.7,2.8,77,10.3,39151,"OH","Stark County",2,2,2,2,52330,48286,56374,14.4,13.3,15.5,18104,16219,19989,23.2,20.8,25.6,12463,10950,13976,21.8,19.2,24.4,52310,50405,54215,NA,NA,NA,NA,NA,NA,"39151"
"392662","PA","ALLEGHENY","Profit","Yes","DAVITA",81,78,75,85,84,83,"Profit","Yes","DAVITA",0,16,1,0,0,"02/16/2000","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",15,1,0,1,26,1,"As Expected",55,97,1,NA,257,NA,259,71,541,0,NA,0,NA,1,81,744,0,81,757,1,6,23,36,22,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"As Expected",1,"As Expected",1,60,79,249,22.9,31.7,16.1,28.2,41.5,17.2,287.5,430,199.3,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.81,NA,18.2,93.2,4.7,1,"As Expected",79,76.4,92.4,59.4,79,748,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","Not Available",199,NA,NA,21,NA,"As Expected",1,58.4,14.6,56,32.8,42003,"PA","Allegheny County",1,1,1,1,138397,130261,146533,11.7,11,12.4,33550,30159,36941,15,13.5,16.5,22267,19528,25006,13.8,12.1,15.5,59881,58402,61360,NA,NA,NA,NA,NA,NA,"42003"
"392664","PA","PHILADELPHIA","Profit","Yes","FRESENIUS MEDICAL CARE",76,71,70,81,80,80,"Profit","Yes","FRESENIUS MEDICAL CARE",1,24,1,0,0,"02/23/2000","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",17,1,0,1,47,1,"As Expected",68,94,1,NA,257,NA,259,114,1096,0,NA,0,NA,1,115,1117,2,118,1113,1,12,30,29,15,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","Worse than Expected",1,"Worse than Expected",1,"As Expected",1,83,153,371,22.3,29.2,16.7,37.6,48.9,27.2,281.8,397.5,201.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.93,1.92,0.38,9.5,59,2.1,1,"As Expected",119,63,79,45.8,119,1143,1,8,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.19,0.11,35,0.88,"As Expected",1,54.9,15.4,79,32,42101,"PA","Philadelphia County",1,1,1,1,372322,355281,389363,24.3,23.2,25.4,114374,106638,122110,34,31.7,36.3,82258,76507,88009,35,32.6,37.4,46149,44939,47359,NA,NA,NA,NA,NA,NA,"42101"
"372559","OK",NA,"Profit","No","INDEPENDENT",81,82,91,87,87,91,"Profit","No","INDEPENDENT",0,12,1,0,0,"06/05/2002","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",9,1,0,1,44,1,"As Expected",51,96,1,NA,257,NA,259,63,554,0,NA,0,NA,1,63,560,0,62,557,1,4,18,27,30,21,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,56,45,243,19.6,27.8,13.3,34.3,55.1,18,147.2,266.6,82.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.81,2.21,0.21,2.7,104,0.1,1,"As Expected",63,69.7,91.7,46.2,63,553,1,17,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.69,0.09,37,0.74,"As Expected",1,32.1,0.3,50,3.7,40000,"OK","Oklahoma",NA,NA,NA,NA,593936,581499,606373,15.5,15.2,15.8,200399,193606,207192,21.4,20.7,22.1,135073,129168,140978,19.9,19,20.8,51914,51468,52360,61006,57723,64289,24.3,23,25.6,"40000"
"392509","PA","PHILADELPHIA","Profit","Yes","DAVITA",75,74,69,74,76,77,"Profit","Yes","DAVITA",0,23,1,0,0,"09/01/1977","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",41,1,0,1,46,1,"As Expected",69,98,1,NA,257,NA,259,114,1089,0,NA,0,NA,1,118,1163,1,119,1157,1,10,20,29,22,20,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,77,115,326,20.3,27.9,14.4,31.4,44.9,19.9,258,380,176.9,0,259,NA,NA,"01/01/2019-12/31/2019",1,"Better than Expected",0,0.48,NA,7.6,62.6,1.3,1,"As Expected",120,65.2,79.8,49.6,120,1188,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,2.37,0.25,39,0.93,"Better than Expected",1,52.9,19.1,96,34,42101,"PA","Philadelphia County",1,1,1,1,372322,355281,389363,24.3,23.2,25.4,114374,106638,122110,34,31.7,36.3,82258,76507,88009,35,32.6,37.4,46149,44939,47359,NA,NA,NA,NA,NA,NA,"42101"
"392511","PA","LEHIGH","Profit","Yes","FRESENIUS MEDICAL CARE",78,78,85,82,86,88,"Profit","Yes","FRESENIUS MEDICAL CARE",0,25,1,1,1,"07/01/1977","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",13,1,0,1,82,1,"As Expected",102,97,1,86,1,NA,259,111,991,30,251,0,NA,1,155,1387,1,162,1421,1,7,25,29,25,14,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,134,145,548,17.9,22.5,14.1,27.5,39.7,17.2,172.2,259.6,121.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.61,1.47,0.19,12,47.6,3.8,1,"As Expected",133,69.6,85.1,53.2,133,1131,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","As Expected",1,3.16,0.53,44,1.45,"Better than Expected",1,53.7,21.7,134,36.2,42077,"PA","Lehigh County",2,2,2,2,42991,37567,48415,12,10.5,13.5,14191,11769,16613,17.4,14.4,20.4,9972,8096,11848,16.6,13.5,19.7,62139,59676,64602,NA,NA,NA,NA,NA,NA,"42077"
"392512","PA","LUZERNE","Profit","Yes","FRESENIUS MEDICAL CARE",90,84,86,91,90,90,"Profit","Yes","FRESENIUS MEDICAL CARE",1,33,1,1,1,"09/01/1977","01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2019-12/31/2019",20,1,0,1,97,1,"Worse than Expected",144,98,1,95,1,NA,259,179,1585,20,81,0,NA,1,212,1758,2,219,1837,1,9,28,30,24,9,"01/01/2019-12/31/2019","01/01/2019-12/31/2019","01/01/2016-12/31/2019","As Expected",1,"As Expected",1,"As Expected",1,167,172,638,23.1,27.9,18.9,28.3,38.3,19.5,203.9,289.1,151.5,0,259,NA,NA,"01/01/2019-12/31/2019",1,"As Expected",0.6,1.25,0.24,42.1,78,25.1,1,"As Expected",204,73.9,85,62,204,1763,1,10,0,NA,259,NA,"01/01/2016-12/31/2018","Better than Expected",1,4.37,1.59,76,2.73,"As Expected",1,37.5,14.1,168,23.9,42079,"PA","Luzerne County",2,2,2,2,43839,38423,49255,14.3,12.5,16.1,14238,11897,16579,23.2,19.4,27,9387,7617,11157,20.8,16.9,24.7,53469,51305,55633,NA,NA,NA,NA,NA,NA,"42079"
